,Country,State,Incident description,Vehicle model,Mode,Damage description,Injury description,Vehicle status,Fault,Weather,Time of Day,Road Conditions,Driverless,Collision Type,Vehicle type,Date,Time,Google Street View,Latitude,Longitude,near intersection,near crosswalk,near bus-bike lane,near two-way road,near traffic light,near light pole,near stop line,near stop sign,detection applied,Other Parties,Injury,Damage,Validity
85,United States,California,"The AV was stopped at a red light, waiting for traffic ahead with brake light illuminated. When the traffic light changed to green, surrounding traffic began to move. The AV appropriately continued to wait for a stopped lead vehicle immediately ahead, when a vehicle behind rear-ended the AV. The camera footage shows the driver of this vehicle holding their cellphone in their hand at the time of contact.",Toyota Highlander,Autonomous,Rear bumper,No injury,Stationary,Driver of another vehicle,Clear,Daylight,Dry,No,Rear-end,Passenger car,19/11/2022,13:24,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.796539,-122.395817",37.796539,-122.395817,True,True,False,False,True,True,False,False,True,Car  ,No Injury  ,Slight  ,Valid
86,United States,California,The AV driver was turning left when a Kia Soul Sport reversed from a horizontal parking spot on the left and made contact with the AV.,Toyota Highlander,Conventional,Front left wheel,No injury,Moving,Driver of another vehicle,Clear,Daylight,Dry,No,Unknown,Passenger car,20/02/2020,9:24,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.791685,-122.410841",37.791685,-122.410841,True,True,True,False,True,False,False,False,True,Car  ,No Injury  ,Slight  ,Valid
87,United States,California,The AV was making a right turn when a Ford Ranger made contact with the AV's rear bumper.,Chevrolet Bolt,Autonomous,Rear right fascia and rear center radars,The AV driver reported injuries days after the collision,Moving,Driver of another vehicle,Clear,"Night, with street lights",Dry,No,Unknown,Passenger car,24/11/2019,19:00,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.790978,-122.417434",37.790978,-122.417434,True,True,False,False,True,True,False,False,True,Truck  ,Slight  ,Slight  ,Valid
88,United States,California,"The AV driver was traveling in the leftmost lane, as the AV driver attempted to parallel park behind a Hyundai Tucson, the AV made contact with the Hyundai.",Chevrolet Bolt,Conventional,No damage,No injury,Moving,In-vehicle AV driver,Cloudy,Daylight,Wet,No,Head-on,Passenger car,20/03/2023,17:57,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.791546,-122.420371",37.791546,-122.420371,False,False,True,False,False,False,False,False,True,Car  ,No Injury  ,No Damage  ,Valid
89,United States,California,"The AV was stopped at a red light, when the light turned green, the AV proceeded partually into the intersection, yielding to pedestrians in the left crosswalk while preparing to make a left turn. A Nissa Rogue parked behnd the AV on the right shoulder pulled out of the shoulder and made contact with the right side of the rear of the AV.",Jaguar I-Pace,Autonomous,Rear bumper,No injury,Stationary,Driver of another vehicle,Clear,Daylight,Dry,No,Rear-end,Passenger car,19/01/2022,14:23,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.791462,-122.420862",37.791462,-122.420862,True,True,True,True,True,False,False,False,True,Car  ,No Injury  ,Slight  ,Valid
90,United States,California,The AV driver was proceeding straight in the left lane on a one-way street when a parked Toyota Tacoma on the left side pulled out of the parked position and made contact with the AV.,Jaguar I-Pace,Conventional,Front left fender,No injury,Moving,Driver of another vehicle,Clear,Daylight,Dry,No,Side swipe,Passenger car,28/04/2022,6:37,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.791451,-122.421258",37.791451,-122.421258,False,False,False,False,False,False,True,False,True,Truck  ,No Injury  ,Slight  ,Valid
91,United States,California,"The AV approached a semi-trailer truck that was stopped in the left lane of traffic. The AV stopped before maneuvering into the bus and taxi lane to pass the semi-trailer truck. As the AV was slowly maneuvering around the semi-trailer truck and merging back into the left lane of traffic, a Honda Accord traveling behind the AV attempted to pass the AV and made contact with the AV. The Honda left the scene.",Chevrolet Bolt,Autonomous,Rear right bumper,No injury,Moving,Driver of another vehicle,Clear,"Night, with street lights",Dry,Yes,Rear-end,Passenger car,04/09/2022,5:17,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.791406,-122.421859",37.791406,-122.421859,False,True,False,False,False,False,False,False,True,Car  ,No Injury  ,Slight  ,Valid
92,United States,California,"The AV was traveling in the left lane when a Honda Accord traveling in the right lane behind the AV increased speed and maneuvered across the AV's lane into the parking lane to the left in an attempt to pass the AV. The Honda began to merge back into the AV's lane, the AV braked, but contact was made with the AV. The Honda left the scene.",Chevrolet Bolt,Autonomous,Front left mirror,No injury,Moving,Driver of another vehicle,Clear,"Night, with street lights",Dry,Yes,Side swipe,Passenger car,13/12/2022,23:51,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.791390,-122.422047",37.79139,-122.422047,True,True,False,False,True,False,False,False,True,Car  ,No Injury  ,Slight  ,Valid
93,United States,California,"The AV was passing through the intersection on a green light, when a bag lying on the roadway blew in front of the AV. The AV braked for the object, and a pickup truck traveling behind the AV rear-ended the AV. The pickup truck left the scene. The AV was towed.",Chevrolet Bolt,Autonomous,"Rear right bumper, quarter panel, and rear windshield",No injury,Moving,Shared fault,Clear,"Night, with street lights",Dry,Yes,Rear-end,Passenger car,27/07/2023,23:51,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.791330,-122.422455",37.79133,-122.422455,True,True,False,False,True,False,False,False,True,Truck  ,No Injury  ,Severe  ,Valid
94,United States,California,"The AV was stopped at a red light, after the light turned green, the AV began to proceed. At the same time, a Hyundai sedan was traveling the wrong way on a one-way section of the street. The Hyundai entered the intersection across from the AV and the AV came to a full stop. The Hyundai continued traveling the wrong way through the intersection and made contact with the AV. The Hyundai left the scene. The AV was towed from the scene.",Chevrolet Bolt,Autonomous,Front fascia assembly,No injury,Stationary,Driver of another vehicle,Clear,"Night, with street lights",Dry,Yes,Head-on,Passenger car,24/04/2022,23:21,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.791327,-122.422455",37.791327,-122.422455,True,True,False,False,True,False,False,False,True,Car  ,No Injury  ,Slight  ,Valid
95,United States,California,"The AV passed through the intersection, a Vespa scooterist approaching from the rear merged into the lane behind the AV. The AV began to brake, and the scooterist made contact with the AV.",Chevrolet Bolt,Autonomous,"Rear window, bumper, right rear headlight",The scooterist later reported injuries,Moving,Scooterist,Clear,Daylight,Dry,Yes,Rear-end,Passenger car,03/05/2023,9:31,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.791178,-122.424195",37.791178,-122.424195,True,True,False,False,True,True,False,False,True,Scooter  ,Slight  ,Severe  ,Valid
96,United States,California,"The AV was stopped at a stop sigh yielding to a pedestrian in the crosswalk as a passenger vehicle arrived at the intersection from the left. Once the pedestrian cleared the crosswalk, the AV started to proceed at the same time as the passenger vehicle to the left. The AV driver disengaged autonomous mode, bringing the AV to a stop and a Nissan behind the AV accelerated in the AV.",Jaguar I-Pace,Disengagement,Rear bumper,No injury,Stationary,Driver of another vehicle,Cloudy,Daylight,Dry,No,Unknown,Passenger car,20/08/2021,15:24,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.789210,-122.439009",37.78921,-122.439009,True,True,False,False,False,True,True,False,True,Car  ,No Injury  ,Slight  ,Valid
97,United States,California,"The AV approached a motorized articulating boom lift, which was stopped in the AV's lane of travel. As the AV began to maneuver around and to the left of the articulating boom lift, the AV made contact with the arm of the articulating boom lift which was elevated above the roadway.",Chevrolet Bolt,Autonomous,Roof LiDAR assembly,No injury,Moving,AV technology,Cloudy,Daylight,Dry,Yes,Side swipe,Passenger car,14/06/2023,9:35,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.788456,-122.445071",37.788456,-122.445071,False,False,False,False,False,False,False,False,True,Other  ,No Injury  ,Slight  ,Valid
98,United States,California,"The AV was approaching the intersection prior to making a left turn, yielding to an overtaking vehicle on its left proceeding straight. Once the overtaking vehicle completed its pass, the AV attempted to continue its left turn when a Honda Clarity directly behind the AV, attempting to turn right, made contact with the AV.",Chevrolet Bolt,Autonomous,Rear right bumper,No injury,Moving,Driver of another vehicle,Clear,Daylight,Dry,No,Unknown,Passenger car,09/04/2019,16:52,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.787622,-122.445458",37.787622,-122.445458,True,True,False,False,True,True,False,False,True,Car  ,No Injury  ,Slight  ,Valid
99,United States,California,"The AV was traveling in the middle lane. A slower traveling van in the left adjacent lane began to initiate a right lane change in front of the AV, the AV driver disengaged autonomous mode and braked. A Honda CR-V EX traveling behind the AV then made contact with the AV.",Jaguar I-Pace,Disengagement,Rear bumper,No injury,Moving,Driver of another vehicle,Cloudy,Daylight,Dry,No,Rear-end,Passenger car,02/05/2023,10:31,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.786988,-122.441343",37.786988,-122.441343,False,True,False,False,False,False,False,False,True,Car  ,No Injury  ,Slight  ,Valid
100,United States,California,The AV was traveling straight when a Dodge Journey made contact with the left rear bumper of the AV.,Chevrolet Bolt,Autonomous,Rear bumper and left tail light,No injury,Moving,Driver of another vehicle,Clear,Daylight,Dry,No,Unknown,Passenger car,12/06/2019,16:47,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.786634,-122.440243",37.786634,-122.440243,False,True,False,False,False,False,False,False,True,Car  ,No Injury  ,Slight  ,Valid
101,United States,California,"The AV driver stopped the AV in the right lane of a three lane, one-way street while boarding a passenger. A Ford Fusion behind the AV stopped and then attempted to go around the AV, attempting to merge with traffic in the center lane but colliding instead with a third passenger vehicle and also making contact with the AV.",Jaguar I-Pace,Conventional,Rear left bumper,The passenger reported minor discomfort,Stationary,Driver of another vehicle,Clear,Daylight,Dry,No,Side swipe,Passenger car,05/02/2022,13:52,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.788033,-122.433321",37.788033,-122.433321,False,True,False,False,False,True,False,False,True,Car  ,Slight  ,Slight  ,Valid
102,United States,California,The AV was waiting for oncoming traffic to clear the intersection before making a left turn when a BMW 633CSi made contact with the right rear corner of the AV.,Chevrolet Bolt,Autonomous,"Rear right fascia, bumper and wheel well",No injury,Stationary,Driver of another vehicle,Clear,Daylight,Dry,No,Unknown,Passenger car,01/07/2019,9:46,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.786871,-122.435139",37.786871,-122.435139,True,True,False,False,True,True,False,False,True,Car  ,No Injury  ,Slight  ,Valid
103,United States,California,"The AV was traveling straight as it crossed the intersection, a Buick Enclave began closely following the AV. The AV driver disengaged autonomous mode and stopped the AV. The Buick then stopped, reversed, and drove around the AV and made contact with the AV's rear left fender. The Buick left the scene without exchanging information.",Jaguar I-Pace,Conventional,Rear left fender,No injury,Stationary,Driver of another vehicle,Clear,Daylight,Dry,No,Side swipe,Passenger car,19/11/2021,11:11,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.785266,-122.434787",37.785266,-122.434787,False,True,False,False,False,True,False,False,True,Car  ,No Injury  ,Slight  ,Valid
104,United States,California,The AV was executing a pullover maneuver and made contact with the left rear bumper of a parked Honda Civic.,Jaguar I-Pace,Autonomous,Front right bumper,No injury,Moving,AV technology,Cloudy,"Night, with street lights",Dry,Yes,Head-on,Passenger car,05/05/2023,20:48,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.785467,-122.431030",37.785467,-122.43103,False,False,True,True,True,False,False,False,True,Car  ,No Injury  ,Slight  ,Valid
105,United States,California,The AV was stopped at a red light when a Toyota PK made contact witht the AV from behind.,Jaguar I-Pace,Autonomous,Rear bumper,No injury,Stationary,Driver of another vehicle,Clear,Daylight,Dry,No,Unknown,Passenger car,26/08/2021,16:15,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.785265,-122.446410",37.785265,-122.44641,True,True,True,False,True,False,False,False,True,Car  ,No Injury  ,Slight  ,Valid
106,United States,California,The AV driver failed to properly navigate a roundabout median and made contact with it at approximately 28 mph.,Jaguar I-Pace,Conventional,Front bumper and undercarriage,No injury,Moving,In-vehicle AV driver,Clear,Daylight,Dry,No,Unknown,Passenger car,10/06/2021,7:07,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.784525,-122.450154",37.784525,-122.450154,True,True,True,False,False,True,True,False,True,Other  ,No Injury  ,Severe  ,Valid
107,United States,California,The AV driver made contact with a Toyota Sienna that was pulling out of a driveway on the opposite side of the street while making a maneuver to avoid a parallel parking vehicle.,Chevrolet Bolt,Conventional,Left front bumper,No injury,Moving,In-vehicle AV driver,Clear,Daylight,Dry,No,Head-on,Passenger car,13/10/2018,12:28,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.786498,-122.456843",37.786498,-122.456843,False,False,False,False,False,False,False,False,True,Car  ,No Injury  ,Slight  ,Valid
108,United States,California,The AV driver stopped behind traffic waiting to make an unprotected left turn. The AV driver attempted to make a right lane change to proceed around its stopped lead vehicle and made contact with a Toyota Corolla traveling in the right adjacent lane.,Jaguar I-Pace,Conventional,Front right bumper and sensor hardware,No injury,Moving,In-vehicle AV driver,Clear,Daylight,Dry,No,Side swipe,Passenger car,18/10/2021,12:33,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.785989,-122.456766",37.785989,-122.456766,False,True,False,False,True,True,False,False,True,Car  ,No Injury  ,Slight  ,Valid
109,United States,California,The AV driver was proceeding through the intersection with the right of way when made contact with a Honda Civic that did not obey a stop sign.,Chevrolet Bolt,Conventional,Right rear passenger door and wheel well,No injury,Moving,Driver of another vehicle,Clear,Daylight,Dry,No,Unknown,Passenger car,26/10/2018,13:52,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.784912,-122.462427",37.784912,-122.462427,True,True,False,False,False,False,True,False,True,Car  ,No Injury  ,Slight  ,Valid
110,United States,California,"While performing a multipoint turn, the AV was reversing at approximately 2 mph when it made contact with an unoccupied parked Nissan.",Jaguar I-Pace,Autonomous,Rear bumper,No injury,Moving,AV technology,Clear,"Night, with street lights",Dry,No,Unknown,Passenger car,01/09/2021,1:56,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.786789,-122.466865",37.786789,-122.466865,True,True,False,False,False,False,True,False,True,Car  ,No Injury  ,Slight  ,Valid
111,United States,California,The AV was making a right turn when a Hyundai made contact with the AV's left rear bumper.,Chevrolet Bolt,Autonomous,Rear upper fascia and lower tail light assembly,The AV monitoring operator later reported injuries,Moving,Driver of another vehicle,Clear,"Night, with street lights",Dry,No,Unknown,Passenger car,25/06/2019,0:36,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.784607,-122.468845",37.784607,-122.468845,True,True,False,False,True,True,False,False,True,Car  ,Slight  ,Severe  ,Valid
112,United States,California,The AV was about to make a left turn after stopping at the four-way stop sign when a Mazda 3 made contact with the AV.,Chevrolet Bolt,Autonomous,No damage,The AV driver and monitoring operator later mentioned injuries,Moving,Driver of another vehicle,Cloudy,Dusk,Wet,No,Unknown,Passenger car,17/05/2019,19:30,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.783906,-122.457791",37.783906,-122.457791,True,True,False,True,False,True,True,False,True,Car  ,Slight  ,No Damage  ,Invalid
113,United States,California,"The AV was traveling straight when a vehicle in an angled parking space on the right backed out into the same lane as the oncoming AV. The AV driver disengaged autonomous mode, and pulled to the left to avoid the vehicle backing up. At this time, a cyclist made contact with the rear of the AV.",Chevrolet Bolt,Disengagement,No damage,"One day after the collision, the cyclist claimed injuries related to the event",Moving,In-vehicle AV driver,Clear,Daylight,Dry,No,Rear-end,Passenger car,28/06/2022,10:48,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.782772,-122.468291",37.782772,-122.468291,False,False,False,False,False,False,False,False,True,Cyclist  ,Slight  ,No Damage  ,Valid
114,United States,California,The AV driver stopped at a stop sign intersection and was yielding to a pedestrian in the crosswalk when a GMC Yukon made contact with the AV.,Chrysler Pacifica,Conventional,Rear bumper and hatch,No injury,Stationary,Driver of another vehicle,Clear,Daylight,Dry,No,Unknown,Passenger car,04/09/2020,12:20,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.782689,-122.470719",37.782689,-122.470719,True,True,False,True,False,False,False,True,True,Car  ,No Injury  ,Slight  ,Valid
115,United States,California,"The AV stopped at a stop sign, when a passenger car approaching from behind made contact with the AV.",Jaguar I-Pace,Autonomous,Rear bumper,No injury,Stationary,Driver of another vehicle,Clear,Daylight,Dry,No,Rear-end,Passenger car,14/09/2022,9:41,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.784155,-122.478761",37.784155,-122.478761,True,True,False,True,False,False,False,False,True,Car  ,No Injury  ,Slight  ,Valid
116,United States,California,"The AV was changing lanes into the left turn lane when the AV slowed down. The AV driver disengaged autonomous mode, and shortly thereafter, a Hyundai Elantra changing into the same lane made contact with the AV.",Chevrolet Bolt,Autonomous,Rear bumper,No injury,Moving,Driver of another vehicle,Clear,Daylight,Dry,No,Unknown,Passenger car,23/05/2019,19:36,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.780904,-122.466809",37.780904,-122.466809,False,True,False,False,False,True,False,False,True,Car  ,No Injury  ,Slight  ,Valid
117,United States,California,The AV was stopped at a four-way stop when a Subaru Outback made contact with the AV's rear bumper.,Chevrolet Bolt,Autonomous,Rear fascia and rear center radar assembly,No injury,Stationary,Driver of another vehicle,Clear,Daylight,Dry,No,Unknown,Passenger car,07/12/2019,9:13,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.783764,-122.490419",37.783764,-122.490419,True,True,False,False,False,False,True,False,True,Car  ,No Injury  ,Slight  ,Valid
118,United States,California,The AV was struck by a golf ball from a nearby golf course to the AV's windshield.,Chevrolet Bolt,Autonomous,Front windshield,No injury,Moving,No fault,Clear,Daylight,Dry,No,Other,Passenger car,21/06/2018,13:05,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.786047,-122.494388",37.786047,-122.494388,False,False,False,True,False,False,False,False,True,Other  ,No Injury  ,Slight  ,Invalid
119,United States,California,"The AV was traveling straight when a Chevrolet, traveling in the right adjacent lane, changed into the same lane as the AV and made contact with the rear corner of the AV.",Chevrolet Bolt,Autonomous,Rear right fascia and bumper,No injury,Moving,Driver of another vehicle,Clear,Daylight,Dry,No,Unknown,Passenger car,21/08/2019,13:13,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.779818,-122.492775",37.779818,-122.492775,False,False,False,False,False,True,False,False,True,Car  ,No Injury  ,Slight  ,Valid
120,United States,California,The AV was stopped at a four-way stop when rear-ended by a Lexus.,Chevrolet Bolt,Autonomous,Cracked a rear sensor plastic casing,No injury,Stationary,Driver of another vehicle,Clear,Daylight,Dry,No,Rear-end,Passenger car,19/07/2018,14:56,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.779220,-122.503121",37.77922,-122.503121,True,True,False,False,False,True,False,True,True,Car  ,No Injury  ,Slight  ,Valid
121,United States,California,"The AV was traveling downhill when a cyclist approached the AV from behind. The AV began to brake, and shortly therafter, the cyclist made contact with the AV.",Chevrolet Bolt,Autonomous,"Rear bumper, rear hatch, and rear window","The cyclist sustained injuries, police and emergency medical sevices (EMS) were called, the cyclist was transferred via EMS",Moving,Cyclist,Cloudy,Daylight,Dry,No,Rear-end,Passenger car,23/03/2022,13:24,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.778464,-122.513610",37.778464,-122.51361,False,True,False,True,False,True,False,False,True,Cyclist  ,Severe  ,Severe  ,Valid
122,United States,California,"The AV driver made contact with two parked unoccupied vehicles, damaging the front and rear driver side doors and side mirror of the first vehicle and the front left bumper and wheel well of the second vehicle.",Chevrolet Bolt,Conventional,"Front left radar, bumper, wheel well and wheel axle",No injury,Moving,In-vehicle AV driver,Clear,"Night, with street lights",Dry,No,Unknown,Passenger car,13/04/2019,4:37,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.776594,-122.496287",37.776594,-122.496287,False,False,False,False,False,False,False,False,True,Car  ,No Injury  ,Severe  ,Valid
123,United States,California,"The AV driver improperly engaged autonomous mode while the AV was in motion, which caused the AV to steer to the right. The AV driver disengaged autonomous mode and shortly thereafter the AV made contact with a parked Chrysler Voyager.",Chevrolet Bolt,Disengagement,Front right bumper fascia,No injury,Moving,Shared fault,Clear,Daylight,Dry,No,Side swipe,Passenger car,24/09/2023,9:37,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.782341,-122.484861",37.782341,-122.484861,False,True,False,True,False,True,False,False,True,Car  ,No Injury  ,Slight  ,Valid
124,United States,California,"The AV was parked parallel to the curb on the street when a Ford Econoline van, reversing out of its parallel parking spot, made contact with the front bumper of the AV.",Chevrolet Bolt,Conventional,Front center radar bracket assembly,No injury,Stationary,Driver of another vehicle,Clear,Daylight,Dry,No,Unknown,Passenger car,01/01/2020,8:24,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.781999,-122.484312",37.781999,-122.484312,False,True,False,True,False,False,False,False,True,Truck  ,No Injury  ,Slight  ,Valid
125,United States,California,"The AV was proceeding straight when a Nissan Rogue struck the AV from behind two times. The Nissan then struck the AV a third time on the left side of the AV as it passed on the left, then immediately left the scene. The San Francisco Police Department is investigating the event as a criminal act.",Jaguar I-Pace,Autonomous,"Rear bumper, driver's side front and back door",No injury,Moving,Driver of another vehicle,Clear,Daylight,Dry,No,Unknown,Passenger car,13/07/2021,16:47,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.781995,-122.486183",37.781995,-122.486183,True,True,False,True,False,True,False,False,True,Car  ,No Injury  ,Severe  ,Valid
126,United States,California,The AV was in the intersection when a Toyota Matrix failed to yield and entered the intersection and made contact with the AV.,Chevrolet Bolt,Autonomous,"Front left bumper, wheel, wheel cover",A passenger in the AV reported minor shoulder soreness,Moving,Driver of another vehicle,Clear,Daylight,Unknown,No,Unknown,Passenger car,09/07/2021,18:06,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.782000,-122.485972",37.782,-122.485972,True,True,False,False,True,False,False,False,True,Car  ,Slight  ,Slight  ,Valid
127,United States,California,"The AV entered the intersection on a green light when a Volkswagen hatchback entered the intersection on a red light and made contact with the AV. The Volkswagen left the scene, the AV was towed from the scene.",Chevrolet Bolt,Autonomous,Left side doors,No injury,Moving,Driver of another vehicle,Clear,"Night, with street lights",Dry,Yes,Broadside,Passenger car,08/04/2023,4:45,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.780170,-122.484807",37.78017,-122.484807,True,True,False,False,True,False,False,False,True,Car  ,No Injury  ,Severe  ,Valid
128,United States,California,"The AV entered the intersection on a green light. As the AV was passing through the intersection, a Mercedes sedan entered the intersection on a red light and shortly thereafter made contact with the AV. The Mercedes then made contact with a nearby building, resulting in damage to the property. The AV was towed from the scene.",Chevrolet Bolt,Autonomous,Front right quarter,Occupants of the other vehicles received medical treatment at the scene,Moving,Driver of another vehicle,Clear,"Night, with street lights",Dry,Yes,Broadside,Passenger car,17/03/2023,3:26,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.780051,-122.484759",37.780051,-122.484759,True,True,False,False,True,True,False,False,True,Car  ,Slight  ,Severe  ,Valid
129,United States,California,The AV was at a complete stop in response to a red light when another vehicle approaching from the rear made contact with the AV. The driver of the other vehicle left the scene.,Chevrolet Bolt,Autonomous,Rear bumper,No injury,Stationary,Driver of another vehicle,Clear,"Night, with street lights",Dry,No,Rear-end,Passenger car,13/11/2021,20:37,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.781337,-122.462206",37.781337,-122.462206,False,True,False,False,False,False,False,False,True,Car  ,No Injury  ,Slight  ,Valid
130,United States,California,"The AV driver disengaged autonomous mode and waited for pedestrians before making a right turn. While the AV was stopped, a Toyota Tacoma impacted the rear of the AV.",Volvo XC90,Conventional,Rear hatch and rear bumper,The AV monitoring operator later reported wrist discomfort,Stationary,Driver of another vehicle,Unknown,Unknown,Unknown,No,Rear-end,Passenger car,15/08/2017,14:55,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.781064,-122.461154",37.781064,-122.461154,True,True,False,False,True,True,False,False,True,Truck  ,Slight  ,Slight  ,Valid
131,United States,California,The AV was yielding to oncoming traffic prior to making a left turn when a Subaru Forester made contact with the rear bumper of the AV.,Chevrolet Bolt,Autonomous,No damage,The AV monitoring operator later mentioned neck pack,Stationary,Driver of another vehicle,Clear,Daylight,Dry,No,Unknown,Passenger car,08/09/2019,16:23,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.781322,-122.457850",37.781322,-122.45785,True,True,False,False,True,True,False,False,True,Car  ,Slight  ,No Damage  ,Valid
132,United States,California,"The AV was traveling straight when the AV driver disengaged autonomous mode. Approximately 6 seconds after the disengagement, the AV made contact with an unattended parked Honda Civic.",Chrysler Pacifica,Disengagement,Passenger side view mirror,No injury,Moving,In-vehicle AV driver,Clear,"Night, with street lights",Dry,No,Unknown,Passenger car,24/02/2021,21:45,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.783431,-122.453521",37.783431,-122.453521,False,False,False,False,False,False,False,False,True,Car  ,No Injury  ,Slight  ,Valid
133,United States,California,"While performing a multipoint turn, the AV was in reverse at approximately 2 mph when the AV driver disengaged autonomous mode right before the AV made contact with an unnocupied parked Toyota Yaris.",Jaguar I-Pace,Disengagement,Plastic sensor housing on rear passenger’s side,No injury,Moving,AV technology,Clear,Daylight,Dry,No,Unknown,Passenger car,30/08/2021,17:42,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.783405,-122.452477",37.783405,-122.452477,False,False,False,False,True,False,False,False,True,Car  ,No Injury  ,Slight  ,Valid
134,United States,California,"The AV approached the intersection and entered the left hand turn lane, turned the left turn signal on, an initiated a left turn on a green light. At the same time, a Toyota Prius traveling in opposite direction in the rightmost bus and turn lane approached the intersection in the right turn lane. The Toyota was traveling approximately 40 mph in a 25 mph zone. The AV came to a stop before fully completing its turn due to the oncoming Toyota, and the Toyota entered the intersection traveling straight from the turn lane instead of turning. Shortly thereafter, the Toyota made contact with the AV. Police and Emergency Medical Services were called. The AV was towed from the scene.",Chevrolet Bolt,Autonomous,"Rear right door, panel, and wheel",Occupants of both vehicles received medical treatment for allegedly minor injuries,Stationary,Driver of another vehicle,Clear,"Night, with street lights",Dry,Yes,Broadside,Passenger car,02/06/2022,23:00,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.781835,-122.453203",37.781835,-122.453203,True,True,False,False,True,True,False,False,True,Car  ,Slight  ,Severe  ,Valid
135,United States,California,The AV driver was proceeding straight in the right lane when a Honda Civic in the left lane attempted an abrupt lane change at the entrance to the intersection and collided with the AV.,Jaguar I-Pace,Conventional,Front left fender,No injury,Moving,Driver of another vehicle,Clear,Daylight,Dry,No,Side swipe,Passenger car,05/01/2022,9:24,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.783203,-122.439427",37.783203,-122.439427,True,True,False,False,True,True,True,False,True,Car  ,No Injury  ,Slight  ,Valid
136,United States,California,The AV was traveling in the middle lane with a construction backhoe traveling in the adjacent left lane when the AV attempted to make a left turn right in front of the backhoe.,Chevrolet Bolt,Autonomous,Rear bumper,No injury,Moving,AV technology,Clear,"Night, with street lights",Dry,Yes,Rear-end,Passenger car,23/08/2023,21:19,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.785472,-122.424722",37.785472,-122.424722,True,True,False,False,True,True,False,False,True,Truck  ,No Injury  ,Slight  ,Valid
